benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
hpccfft,2,16,1,1,2022-04-23T12:07:35Z,2022-04-23T12:07:39Z,2022-04-23T12:11:22Z,2022-04-23T12:11:22Z,4m20.336646958s,10.9198
hpccdgemm,1,16,4,16,2022-04-23T12:08:17Z,2022-04-23T12:08:25Z,2022-04-23T12:24:36Z,2022-04-23T12:24:37Z,16m56.217183601s,37.9305
hpccstream,0,16,4,16,2022-04-23T12:10:10Z,2022-04-23T12:10:17Z,2022-04-23T12:13:41Z,2022-04-23T12:13:41Z,4m12.895920608s,7.96276
nasep,3,16,4,16,2022-04-23T12:10:51Z,2022-04-23T12:10:58Z,2022-04-23T12:27:22Z,2022-04-23T12:27:22Z,17m11.914662174s,964.44
hpccfft,1,16,1,1,2022-04-23T12:11:51Z,2022-04-23T12:11:54Z,2022-04-23T12:15:41Z,2022-04-23T12:15:41Z,4m22.569078118s,9.70465
hpccstream,3,16,4,16,2022-04-23T12:12:08Z,2022-04-23T12:12:14Z,2022-04-23T12:15:42Z,2022-04-23T12:15:42Z,4m14.879558846s,7.59946
nasep,2,16,4,16,2022-04-23T12:14:01Z,2022-04-23T12:14:30Z,2022-04-23T12:30:26Z,2022-04-23T12:30:26Z,17m1.920543542s,940.81
hpccrandomringbw,2,16,1,1,2022-04-23T12:15:28Z,2022-04-23T12:15:32Z,2022-04-23T12:26:14Z,2022-04-23T12:26:14Z,11m24.851502976s,1.30483
hpccdgemm,0,16,4,16,2022-04-23T12:15:55Z,2022-04-23T12:16:30Z,2022-04-23T12:32:48Z,2022-04-23T12:32:48Z,17m37.866683826s,37.459
hpccstream,2,16,4,16,2022-04-23T12:16:50Z,2022-04-23T12:17:05Z,2022-04-23T12:21:26Z,2022-04-23T12:21:26Z,5m14.517957356s,5.36364
hpccdgemm,2,16,4,16,2022-04-23T12:17:21Z,2022-04-23T12:17:35Z,2022-04-23T12:34:06Z,2022-04-23T12:34:07Z,17m32.44316687s,37.6702
nasep,1,16,4,16,2022-04-23T12:17:49Z,2022-04-23T12:18:01Z,2022-04-23T12:34:27Z,2022-04-23T12:34:27Z,17m25.032670581s,969.83
hpccdgemm,3,16,4,16,2022-04-23T12:18:28Z,2022-04-23T12:22:35Z,2022-04-23T12:38:45Z,2022-04-23T12:38:46Z,21m4.849276411s,37.9473
hpccfft,3,16,1,1,2022-04-23T12:19:01Z,2022-04-23T12:26:55Z,2022-04-23T12:30:45Z,2022-04-23T12:30:45Z,12m16.630585231s,9.69456
nasep,0,16,4,16,2022-04-23T12:19:25Z,2022-04-23T12:25:23Z,2022-04-23T12:41:09Z,2022-04-23T12:41:09Z,22m27.891616421s,927.36
hpccrandomringbw,1,16,1,1,2022-04-23T12:20:05Z,2022-04-23T12:31:20Z,2022-04-23T12:41:49Z,2022-04-23T12:41:49Z,22m15.935319451s,1.3379
hpccfft,0,16,1,1,2022-04-23T12:21:08Z,2022-04-23T12:34:46Z,2022-04-23T12:38:04Z,2022-04-23T12:38:04Z,17m34.813808634s,11.9703
hpccstream,1,16,4,16,2022-04-23T12:21:51Z,2022-04-23T12:28:10Z,2022-04-23T12:31:10Z,2022-04-23T12:31:10Z,10m1.89766258s,7.53106
hpccrandomringbw,3,16,1,1,2022-04-23T12:22:34Z,2022-04-23T12:34:45Z,2022-04-23T12:49:39Z,2022-04-23T12:49:39Z,27m37.632500753s,1.08526
hpccrandomringbw,0,16,1,1,2022-04-23T12:27:06Z,2022-04-23T12:34:46Z,2022-04-23T12:49:14Z,2022-04-23T12:49:14Z,22m47.851903215s,0.97464
