benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
hpccfft,2,16,1,1,2022-04-22T17:27:35Z,2022-04-22T17:27:39Z,2022-04-22T17:30:42Z,2022-04-22T17:30:42Z,3m45.049762343s,14.0374
hpccdgemm,1,16,1,1,2022-04-22T17:28:17Z,2022-04-22T17:28:20Z,2022-04-22T17:54:57Z,2022-04-22T17:54:57Z,27m13.062706335s,25.3397
hpccstream,0,16,1,1,2022-04-22T17:30:09Z,2022-04-22T17:30:13Z,2022-04-22T17:36:04Z,2022-04-22T17:36:04Z,6m27.970260098s,4.47457
nasep,3,16,1,1,2022-04-22T17:30:51Z,2022-04-22T17:30:55Z,2022-04-22T17:47:16Z,2022-04-22T17:47:16Z,16m57.577861571s,969.64
hpccfft,1,16,1,1,2022-04-22T17:31:51Z,2022-04-22T17:31:55Z,2022-04-22T17:34:55Z,2022-04-22T17:34:55Z,3m39.050497734s,14.4381
hpccstream,3,16,1,1,2022-04-22T17:32:08Z,2022-04-22T17:32:12Z,2022-04-22T17:37:11Z,2022-04-22T17:37:11Z,5m42.079971122s,4.0589
nasep,2,16,1,1,2022-04-22T17:34:01Z,2022-04-22T17:34:05Z,2022-04-22T17:49:53Z,2022-04-22T17:49:53Z,16m29.04673943s,934.74
hpccrandomringbw,2,16,1,1,2022-04-22T17:35:28Z,2022-04-22T17:35:32Z,2022-04-22T17:48:36Z,2022-04-22T17:48:36Z,13m40.650578775s,1.06824
hpccdgemm,0,16,1,1,2022-04-22T17:35:54Z,2022-04-22T17:35:59Z,2022-04-22T17:59:45Z,2022-04-22T17:59:45Z,24m26.041321363s,27.2333
hpccstream,2,16,1,1,2022-04-22T17:36:50Z,2022-04-22T17:36:53Z,2022-04-22T17:42:41Z,2022-04-22T17:42:41Z,6m30.040849707s,4.1866
hpccdgemm,2,16,1,1,2022-04-22T17:37:21Z,2022-04-22T17:37:24Z,2022-04-22T18:03:38Z,2022-04-22T18:03:38Z,26m49.623653449s,24.4268
nasep,1,16,1,1,2022-04-22T17:37:49Z,2022-04-22T17:37:53Z,2022-04-22T17:54:11Z,2022-04-22T17:54:11Z,17m1.063593003s,966.14
hpccdgemm,3,16,1,1,2022-04-22T17:38:28Z,2022-04-22T17:43:22Z,2022-04-22T18:09:20Z,2022-04-22T18:09:20Z,31m24.685844533s,23.8664
hpccfft,3,16,1,1,2022-04-22T17:39:01Z,2022-04-22T17:47:50Z,2022-04-22T17:50:58Z,2022-04-22T17:50:59Z,12m39.05640181s,13.9712
nasep,0,16,1,1,2022-04-22T17:39:25Z,2022-04-22T17:49:10Z,2022-04-22T18:05:30Z,2022-04-22T18:05:30Z,26m37.386000688s,966.02
hpccrandomringbw,1,16,1,1,2022-04-22T17:40:04Z,2022-04-22T17:50:32Z,2022-04-22T18:03:37Z,2022-04-22T18:03:37Z,24m4.803566184s,1.05815
hpccfft,0,16,1,1,2022-04-22T17:41:08Z,2022-04-22T17:51:42Z,2022-04-22T17:54:57Z,2022-04-22T17:54:57Z,14m32.069875492s,13.5251
hpccstream,1,16,1,1,2022-04-22T17:41:51Z,2022-04-22T17:54:52Z,2022-04-22T17:59:35Z,2022-04-22T17:59:35Z,18m19.059148861s,5.15792
hpccrandomringbw,3,16,1,1,2022-04-22T17:42:34Z,2022-04-22T17:55:33Z,2022-04-22T18:10:23Z,2022-04-22T18:10:23Z,28m26.044737449s,1.13535
hpccrandomringbw,0,16,1,1,2022-04-22T17:47:05Z,2022-04-22T17:55:42Z,2022-04-22T18:09:59Z,2022-04-22T18:09:59Z,23m27.166665125s,0.991592
