benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
hpccfft,2,16,1,1,2022-04-23T07:23:49Z,2022-04-23T07:23:53Z,2022-04-23T07:27:33Z,2022-04-23T07:27:33Z,4m15.898671055s,10.6666
hpccdgemm,1,16,1,1,2022-04-23T07:24:32Z,2022-04-23T07:24:36Z,2022-04-23T07:44:26Z,2022-04-23T07:44:27Z,20m27.437885237s,31.1093
hpccstream,0,16,1,1,2022-04-23T07:26:24Z,2022-04-23T07:26:29Z,2022-04-23T07:33:38Z,2022-04-23T07:33:39Z,7m47.360895742s,2.73701
nasep,3,16,1,1,2022-04-23T07:27:05Z,2022-04-23T07:27:09Z,2022-04-23T07:42:54Z,2022-04-23T07:42:54Z,16m20.581635764s,932.42
hpccfft,1,16,1,1,2022-04-23T07:28:05Z,2022-04-23T07:28:09Z,2022-04-23T07:31:52Z,2022-04-23T07:31:52Z,4m20.155081126s,10.9818
hpccstream,3,16,1,1,2022-04-23T07:28:22Z,2022-04-23T07:28:26Z,2022-04-23T07:35:45Z,2022-04-23T07:35:45Z,7m55.390121692s,2.78522
nasep,2,16,1,1,2022-04-23T07:30:16Z,2022-04-23T07:30:19Z,2022-04-23T07:46:35Z,2022-04-23T07:46:35Z,16m56.842423321s,963.59
hpccrandomringbw,2,16,1,1,2022-04-23T07:31:43Z,2022-04-23T07:31:47Z,2022-04-23T07:42:58Z,2022-04-23T07:42:58Z,11m49.836830659s,1.3002
hpccdgemm,0,16,1,1,2022-04-23T07:32:09Z,2022-04-23T07:32:15Z,2022-04-23T07:52:20Z,2022-04-23T07:52:20Z,20m53.814800017s,31.2027
hpccstream,2,16,1,1,2022-04-23T07:33:04Z,2022-04-23T07:33:08Z,2022-04-23T07:40:30Z,2022-04-23T07:40:30Z,8m8.84167206s,2.76552
hpccdgemm,2,16,1,1,2022-04-23T07:33:35Z,2022-04-23T07:34:14Z,2022-04-23T07:53:15Z,2022-04-23T07:53:15Z,20m17.825823769s,31.754
nasep,1,16,1,1,2022-04-23T07:34:03Z,2022-04-23T07:36:19Z,2022-04-23T07:52:15Z,2022-04-23T07:52:15Z,18m44.653400547s,943.34
hpccdgemm,3,16,1,1,2022-04-23T07:34:43Z,2022-04-23T07:41:15Z,2022-04-23T08:00:44Z,2022-04-23T08:00:44Z,26m39.844471031s,30.9566
hpccfft,3,16,1,1,2022-04-23T07:35:16Z,2022-04-23T07:43:28Z,2022-04-23T07:47:17Z,2022-04-23T07:47:17Z,12m36.854380121s,9.70332
nasep,0,16,1,1,2022-04-23T07:35:40Z,2022-04-23T07:43:35Z,2022-04-23T07:59:20Z,2022-04-23T07:59:20Z,24m22.840217754s,930.98
hpccrandomringbw,1,16,1,1,2022-04-23T07:36:19Z,2022-04-23T07:45:01Z,2022-04-23T07:56:09Z,2022-04-23T07:56:09Z,20m33.852898132s,1.26686
hpccfft,0,16,1,1,2022-04-23T07:37:22Z,2022-04-23T07:47:15Z,2022-04-23T07:51:06Z,2022-04-23T07:51:06Z,14m20.846665726s,9.67016
hpccstream,1,16,1,1,2022-04-23T07:38:05Z,2022-04-23T07:47:55Z,2022-04-23T07:55:11Z,2022-04-23T07:55:11Z,17m38.563438494s,2.75196
hpccrandomringbw,3,16,1,1,2022-04-23T07:38:48Z,2022-04-23T07:51:45Z,2022-04-23T08:13:37Z,2022-04-23T08:13:37Z,35m24.846005243s,0.667368
hpccrandomringbw,0,16,1,1,2022-04-23T07:43:20Z,2022-04-23T07:52:51Z,2022-04-23T08:16:08Z,2022-04-23T08:16:08Z,33m22.844469491s,0.701166
