benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
hpccrandomringbw,2,16,1,1,2022-05-09T13:48:21Z,2022-05-09T13:48:25Z,2022-05-09T13:55:47Z,2022-05-09T13:55:47Z,8m4.933847287s,1.88358
hpccdgemm,1,16,4,16,2022-05-09T13:49:04Z,2022-05-09T13:49:11Z,2022-05-09T14:06:01Z,2022-05-09T14:06:01Z,17m41.87273036s,37.1231
hpccstream,0,16,4,16,2022-05-09T13:50:56Z,2022-05-09T13:51:03Z,2022-05-09T13:54:19Z,2022-05-09T13:54:19Z,3m59.942000371s,8.13639
minife,3,16,4,16,2022-05-09T13:51:37Z,2022-05-09T13:51:45Z,2022-05-09T13:55:45Z,2022-05-09T13:55:45Z,4m48.909426236s,11083.9
hpccfft,1,16,1,1,2022-05-09T13:52:37Z,2022-05-09T13:52:40Z,2022-05-09T13:56:37Z,2022-05-09T13:56:37Z,4m38.826215425s,9.38349
minife,2,16,4,16,2022-05-09T13:52:54Z,2022-05-09T13:53:02Z,2022-05-09T13:57:08Z,2022-05-09T13:57:08Z,4m54.504447505s,10984.5
hpccstream,3,16,4,16,2022-05-09T13:54:48Z,2022-05-09T13:55:03Z,2022-05-09T13:58:35Z,2022-05-09T13:58:35Z,4m27.871429297s,7.35573
hpccrandomringbw,0,16,1,1,2022-05-09T13:56:15Z,2022-05-09T13:56:20Z,2022-05-09T14:04:09Z,2022-05-09T14:04:09Z,8m30.812538687s,1.78176
hpccfft,0,16,1,1,2022-05-09T13:56:41Z,2022-05-09T13:56:45Z,2022-05-09T14:00:40Z,2022-05-09T14:00:40Z,4m34.825343308s,9.45925
hpccdgemm,2,16,4,16,2022-05-09T13:57:36Z,2022-05-09T13:57:47Z,2022-05-09T14:14:52Z,2022-05-09T14:14:53Z,17m59.860825042s,36.8924
hpccstream,2,16,4,16,2022-05-09T13:58:07Z,2022-05-09T13:58:15Z,2022-05-09T14:03:10Z,2022-05-09T14:03:10Z,5m48.860636238s,7.27265
hpccrandomringbw,3,16,1,1,2022-05-09T13:58:35Z,2022-05-09T13:58:40Z,2022-05-09T14:11:34Z,2022-05-09T14:11:34Z,13m31.178900448s,1.16055
hpccdgemm,3,16,4,16,2022-05-09T13:59:15Z,2022-05-09T13:59:23Z,2022-05-09T14:16:05Z,2022-05-09T14:16:05Z,17m30.864864037s,37.2418
hpccfft,3,16,1,1,2022-05-09T13:59:48Z,2022-05-09T13:59:53Z,2022-05-09T14:03:59Z,2022-05-09T14:03:59Z,4m47.868176175s,9.16208
minife,0,16,4,16,2022-05-09T14:00:12Z,2022-05-09T14:01:38Z,2022-05-09T14:06:54Z,2022-05-09T14:06:54Z,7m24.829371774s,7497.02
hpccrandomringbw,1,16,1,1,2022-05-09T14:00:51Z,2022-05-09T14:04:38Z,2022-05-09T14:12:16Z,2022-05-09T14:12:16Z,12m4.826229609s,1.85905
minife,1,16,4,16,2022-05-09T14:01:54Z,2022-05-09T14:04:02Z,2022-05-09T14:08:25Z,2022-05-09T14:08:25Z,7m11.880474809s,9562.66
hpccstream,1,16,4,16,2022-05-09T14:02:37Z,2022-05-09T14:04:56Z,2022-05-09T14:09:33Z,2022-05-09T14:09:33Z,7m39.219886508s,4.92257
hpccdgemm,0,16,4,16,2022-05-09T14:03:21Z,2022-05-09T14:06:52Z,2022-05-09T14:22:39Z,2022-05-09T14:22:39Z,19m54.876812598s,39.8699
hpccfft,2,16,1,1,2022-05-09T14:07:52Z,2022-05-09T14:10:14Z,2022-05-09T14:14:14Z,2022-05-09T14:14:14Z,6m54.494737772s,9.37964
