benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
hpccrandomringbw,3,16,4,4,2022-04-11T16:00:06Z,2022-04-11T16:00:10Z,2022-04-11T16:09:54Z,2022-04-11T16:09:54Z,10m30.920175927s,0.0277097
hpccstream,3,16,4,4,2022-04-11T16:00:42Z,2022-04-11T16:00:46Z,2022-04-11T16:10:29Z,2022-04-11T16:10:29Z,10m25.232769186s,8.77702
nasep,1,16,4,4,2022-04-11T16:03:04Z,2022-04-11T16:03:09Z,2022-04-11T16:19:51Z,2022-04-11T16:19:52Z,17m23.434260876s,969.63
hpccstream,0,16,4,4,2022-04-11T16:04:08Z,2022-04-11T16:04:13Z,2022-04-11T16:14:15Z,2022-04-11T16:14:15Z,10m49.012175673s,7.56717
hpccrandomringbw,2,16,4,4,2022-04-11T16:06:53Z,2022-04-11T16:10:39Z,2022-04-11T16:24:21Z,2022-04-11T16:24:22Z,18m4.045026618s,0.0238799
hpccdgemm,0,16,4,4,2022-04-11T16:07:38Z,2022-04-11T16:11:10Z,2022-04-11T16:27:49Z,2022-04-11T16:27:51Z,20m44.010933319s,36.5296
hpccrandomringbw,0,16,4,4,2022-04-11T16:11:04Z,2022-04-11T16:15:00Z,2022-04-11T16:34:00Z,2022-04-11T16:34:00Z,23m32.901748155s,0.0203518
nasep,2,16,4,4,2022-04-11T16:11:08Z,2022-04-11T16:20:30Z,2022-04-11T16:36:29Z,2022-04-11T16:36:29Z,25m58.898762277s,926.91
hpccfft,0,16,4,4,2022-04-11T16:11:38Z,2022-04-11T16:24:59Z,2022-04-11T16:33:42Z,2022-04-11T16:33:42Z,22m38.910814894s,0.932306
hpccdgemm,1,16,4,4,2022-04-11T16:12:04Z,2022-04-11T16:28:26Z,2022-04-11T16:46:04Z,2022-04-11T16:46:04Z,34m42.903126027s,37.3376
