benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
hpccrandomringbw,3,16,4,4,2022-04-12T07:58:16Z,2022-04-12T07:58:20Z,2022-04-12T08:08:18Z,2022-04-12T08:08:18Z,10m40.900158824s,0.0268876
hpccstream,3,16,4,16,2022-04-12T07:58:52Z,2022-04-12T07:59:01Z,2022-04-12T08:12:12Z,2022-04-12T08:12:13Z,14m5.439991453s,7.52766
nasep,1,16,4,16,2022-04-12T08:01:14Z,2022-04-12T08:01:23Z,2022-04-12T08:17:33Z,2022-04-12T08:17:33Z,17m8.864679689s,931.44
hpccstream,0,16,4,16,2022-04-12T08:02:18Z,2022-04-12T08:02:27Z,2022-04-12T08:11:39Z,2022-04-12T08:11:40Z,9m59.571192227s,8.61322
hpccrandomringbw,2,16,4,4,2022-04-12T08:05:03Z,2022-04-12T08:08:59Z,2022-04-12T08:23:08Z,2022-04-12T08:23:09Z,18m44.065512271s,0.0228979
hpccdgemm,0,16,4,16,2022-04-12T08:05:48Z,2022-04-12T08:12:25Z,2022-04-12T08:28:04Z,2022-04-12T08:28:05Z,22m58.945494204s,38.6504
hpccrandomringbw,0,16,4,4,2022-04-12T08:09:14Z,2022-04-12T08:13:00Z,2022-04-12T08:27:25Z,2022-04-12T08:27:25Z,18m52.907064913s,0.0229207
nasep,2,16,4,16,2022-04-12T08:09:18Z,2022-04-12T08:18:24Z,2022-04-12T08:38:43Z,2022-04-12T08:38:43Z,30m8.956893148s,1181.20
hpccfft,0,16,4,4,2022-04-12T08:09:49Z,2022-04-12T08:28:58Z,2022-04-12T08:35:46Z,2022-04-12T08:35:47Z,26m31.509517885s,1.26207
hpccdgemm,1,16,4,16,2022-04-12T08:10:15Z,2022-04-12T08:29:00Z,2022-04-12T08:43:45Z,2022-04-12T08:43:45Z,34m11.942407854s,41.2404
