benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
nasep,4,16,4,16,2022-04-11T07:33:53Z,2022-04-11T07:34:02Z,2022-04-11T07:54:29Z,2022-04-11T07:54:30Z,21m14.432675813s,1190.90
hpccdgemm,4,16,4,16,2022-04-11T07:34:53Z,2022-04-11T07:35:02Z,2022-04-11T07:51:15Z,2022-04-11T07:51:17Z,17m4.658255346s,37.743
hpccrandomringbw,4,16,4,4,2022-04-11T07:36:54Z,2022-04-11T07:37:00Z,2022-04-11T08:03:08Z,2022-04-11T08:03:08Z,26m52.42168713s,0.0205121
hpccfft,0,16,4,4,2022-04-11T07:36:54Z,2022-04-11T07:36:59Z,2022-04-11T07:50:32Z,2022-04-11T07:50:33Z,14m23.876237557s,0.711848
hpccfft,4,16,4,4,2022-04-11T07:39:54Z,2022-04-11T07:39:59Z,2022-04-11T07:54:26Z,2022-04-11T07:54:27Z,15m12.881242326s,0.556572
hpccstream,4,16,4,4,2022-04-11T07:40:55Z,2022-04-11T07:41:02Z,2022-04-11T07:52:08Z,2022-04-11T07:52:09Z,11m52.004890862s,8.65294
hpccrandomringbw,0,16,4,4,2022-04-11T07:41:56Z,2022-04-11T07:42:06Z,2022-04-11T08:04:48Z,2022-04-11T08:04:48Z,23m30.14536709s,0.0286393
hpccstream,1,16,4,4,2022-04-11T07:41:57Z,2022-04-11T07:42:05Z,2022-04-11T07:53:29Z,2022-04-11T07:53:30Z,12m9.499600453s,6.44605
hpccdgemm,0,16,4,16,2022-04-11T07:44:58Z,2022-04-11T07:51:23Z,2022-04-11T08:15:03Z,2022-04-11T08:15:05Z,30m50.734644717s,34.9613
hpccdgemm,3,16,4,16,2022-04-11T07:45:58Z,2022-04-11T07:52:05Z,2022-04-11T08:08:35Z,2022-04-11T08:08:37Z,23m19.454870097s,37.1652
hpccdgemm,1,16,4,16,2022-04-11T07:46:59Z,2022-04-11T07:52:55Z,2022-04-11T08:17:48Z,2022-04-11T08:17:49Z,31m27.872677456s,36.481
hpccstream,0,16,4,4,2022-04-11T07:48:00Z,2022-04-11T07:54:10Z,2022-04-11T08:05:44Z,2022-04-11T08:05:44Z,18m17.864181389s,8.88473
hpccstream,2,16,4,4,2022-04-11T07:49:00Z,2022-04-11T07:55:12Z,2022-04-11T08:07:29Z,2022-04-11T08:07:29Z,19m6.28279853s,7.88538
hpccstream,3,16,4,4,2022-04-11T07:49:01Z,2022-04-11T07:55:13Z,2022-04-11T08:07:21Z,2022-04-11T08:07:22Z,18m55.519037078s,7.00889
nasep,1,16,4,16,2022-04-11T07:49:02Z,2022-04-11T08:03:53Z,2022-04-11T08:31:02Z,2022-04-11T08:31:03Z,42m45.620241186s,1584.06
hpccrandomringbw,3,16,4,4,2022-04-11T07:53:03Z,2022-04-11T08:06:22Z,2022-04-11T08:39:43Z,2022-04-11T08:39:44Z,47m24.590851117s,0.0163606
hpccfft,1,16,4,4,2022-04-11T07:53:03Z,2022-04-11T08:05:29Z,2022-04-11T08:16:14Z,2022-04-11T08:16:16Z,23m53.741592253s,0.820286
hpccdgemm,2,16,4,16,2022-04-11T07:54:04Z,2022-04-11T08:08:07Z,2022-04-11T08:24:19Z,2022-04-11T08:24:20Z,30m53.878573051s,38.0117
hpccfft,2,16,4,4,2022-04-11T07:54:06Z,2022-04-11T08:08:11Z,2022-04-11T08:23:37Z,2022-04-11T08:23:38Z,30m12.597921879s,0.505771
nasep,3,16,4,16,2022-04-11T07:55:05Z,2022-04-11T08:09:26Z,2022-04-11T08:26:55Z,2022-04-11T08:26:55Z,32m32.978170483s,998.72
hpccfft,3,16,4,4,2022-04-11T07:56:06Z,2022-04-11T08:15:51Z,2022-04-11T08:30:56Z,2022-04-11T08:30:57Z,35m31.603376301s,0.529682
hpccrandomringbw,2,16,4,4,2022-04-11T07:58:06Z,2022-04-11T08:17:00Z,2022-04-11T08:44:44Z,2022-04-11T08:44:44Z,47m20.391214867s,0.0179028
nasep,2,16,4,16,2022-04-11T07:59:07Z,2022-04-11T08:18:34Z,2022-04-11T08:41:34Z,2022-04-11T08:41:35Z,43m10.00314142s,1340.86
hpccrandomringbw,1,16,4,4,2022-04-11T08:02:07Z,2022-04-11T08:24:20Z,2022-04-11T08:46:34Z,2022-04-11T08:46:34Z,45m9.147949801s,0.0263263
nasep,0,16,4,16,2022-04-11T08:02:09Z,2022-04-11T08:25:05Z,2022-04-11T08:41:32Z,2022-04-11T08:41:32Z,40m9.005646065s,947.95
