benchmark,times,nTasks,nNodes,nWorkers,Pending,Running,Completing,Completed,duration,performance
nasep,4,16,4,4,2022-04-11T09:28:28Z,2022-04-11T09:28:32Z,2022-04-11T09:48:47Z,2022-04-11T09:48:49Z,20m58.508456858s,1181.74
hpccdgemm,4,16,4,4,2022-04-11T09:29:28Z,2022-04-11T09:29:32Z,2022-04-11T09:46:51Z,2022-04-11T09:46:53Z,17m59.098121204s,35.7002
hpccrandomringbw,4,16,4,4,2022-04-11T09:31:28Z,2022-04-11T09:31:33Z,2022-04-11T09:57:24Z,2022-04-11T09:57:24Z,26m29.079039502s,0.0201685
hpccfft,0,16,4,4,2022-04-11T09:31:28Z,2022-04-11T09:31:33Z,2022-04-11T09:44:16Z,2022-04-11T09:44:17Z,13m28.478788923s,0.703073
hpccfft,4,16,4,4,2022-04-11T09:34:29Z,2022-04-11T09:34:34Z,2022-04-11T09:49:15Z,2022-04-11T09:49:16Z,15m27.421541906s,0.539946
hpccstream,4,16,4,4,2022-04-11T09:35:30Z,2022-04-11T09:35:36Z,2022-04-11T09:46:49Z,2022-04-11T09:46:51Z,11m56.832108157s,8.63269
hpccrandomringbw,0,16,4,4,2022-04-11T09:36:31Z,2022-04-11T09:36:38Z,2022-04-11T09:59:21Z,2022-04-11T09:59:21Z,23m25.155146872s,0.026645
hpccstream,1,16,4,4,2022-04-11T09:36:31Z,2022-04-11T09:36:37Z,2022-04-11T09:47:46Z,2022-04-11T09:47:48Z,11m47.60757209s,7.39195
hpccdgemm,0,16,4,4,2022-04-11T09:39:32Z,2022-04-11T09:44:59Z,2022-04-11T10:14:28Z,2022-04-11T10:14:29Z,35m34.396126858s,28.1357
hpccdgemm,3,16,4,4,2022-04-11T09:40:33Z,2022-04-11T09:47:31Z,2022-04-11T10:05:21Z,2022-04-11T10:05:21Z,25m23.631497079s,34.3872
hpccdgemm,1,16,4,4,2022-04-11T09:41:33Z,2022-04-11T09:47:50Z,2022-04-11T10:05:55Z,2022-04-11T10:05:57Z,25m3.763653778s,34.071
hpccstream,0,16,4,4,2022-04-11T09:42:34Z,2022-04-11T09:48:21Z,2022-04-11T10:00:07Z,2022-04-11T10:00:08Z,18m12.203605891s,8.33708
hpccstream,2,16,4,4,2022-04-11T09:43:35Z,2022-04-11T09:49:30Z,2022-04-11T10:00:41Z,2022-04-11T10:00:42Z,17m41.268818068s,7.3344
hpccstream,3,16,4,4,2022-04-11T09:43:35Z,2022-04-11T09:49:59Z,2022-04-11T10:01:43Z,2022-04-11T10:01:44Z,18m51.441937305s,6.52629
nasep,1,16,4,4,2022-04-11T09:43:36Z,2022-04-11T09:58:00Z,2022-04-11T10:18:54Z,2022-04-11T10:18:55Z,35m51.395876213s,1221.41
hpccrandomringbw,3,16,4,4,2022-04-11T09:47:37Z,2022-04-11T09:59:59Z,2022-04-11T10:31:52Z,2022-04-11T10:31:53Z,44m59.527013778s,0.0134055
hpccfft,1,16,4,4,2022-04-11T09:47:38Z,2022-04-11T10:00:49Z,2022-04-11T10:15:23Z,2022-04-11T10:15:24Z,28m18.46261235s,0.635998
hpccdgemm,2,16,4,4,2022-04-11T09:48:39Z,2022-04-11T10:01:20Z,2022-04-11T10:25:55Z,2022-04-11T10:25:56Z,37m58.294985153s,32.8346
hpccfft,2,16,4,4,2022-04-11T09:48:40Z,2022-04-11T10:02:29Z,2022-04-11T10:18:58Z,2022-04-11T10:18:59Z,30m57.746796514s,0.489103
nasep,3,16,4,4,2022-04-11T09:49:39Z,2022-04-11T10:06:00Z,2022-04-11T10:22:20Z,2022-04-11T10:22:21Z,33m17.60726882s,943.85
hpccfft,3,16,4,4,2022-04-11T09:50:40Z,2022-04-11T10:06:40Z,2022-04-11T10:23:21Z,2022-04-11T10:23:22Z,33m16.233687942s,0.490013
hpccrandomringbw,2,16,4,4,2022-04-11T09:52:40Z,2022-04-11T10:15:09Z,2022-04-11T10:40:03Z,2022-04-11T10:40:03Z,48m6.296053508s,0.019245
nasep,2,16,4,4,2022-04-11T09:53:41Z,2022-04-11T10:15:58Z,2022-04-11T10:32:04Z,2022-04-11T10:32:04Z,39m5.566712767s,931.11
hpccrandomringbw,1,16,4,4,2022-04-11T09:56:41Z,2022-04-11T10:19:32Z,2022-04-11T10:41:24Z,2022-04-11T10:41:24Z,45m15.76522641s,0.0278994
nasep,0,16,4,4,2022-04-11T09:56:42Z,2022-04-11T10:19:40Z,2022-04-11T10:36:00Z,2022-04-11T10:36:01Z,39m50.996061783s,946.24
